FACILITY,ADDRESS,LAST INSPECTED,VIOLATIONS,TOTAL # CRITICAL VIOLATIONS,TOTAL #CRIT.  NOT CORRECTED ,TOTAL # NONCRITICAL VIOLATIONS,DESCRIPTION, LOCAL HEALTH DEPARTMENT,COUNTY,FACILITY ADDRESS,CITY,ZIP CODE,NYSDOH GAZETTEER (1980),MUNICIPALITY,OPERATION NAME,PERMIT EXPIRATION DATE,PERMITTED  (D/B/A),PERMITTED  CORP. NAME,PERM. OPERATOR LAST NAME,PERM. OPERATOR FIRST NAME,NYS HEALTH OPERATION ID,INSPECTION TYPE,INSPECTOR ID,INSPECTION COMMENTS,FOOD SERVICE FACILITY STATE,Location1
Walberta Park Primary School        ,"400 WALBERTA PARK,  SYRACUSE",03/29/2016,No violations found.,0,0,0,Institutional Food Service - School K-12 Food Service,Onondaga County,ONONDAGA,400 WALBERTA PARK,SYRACUSE,13219    ,335600,GEDDES,Walberta Park Primary School,12/31/2002,,Westhill Central School District,Gunther,Richard,466970,Inspection,,,NY,"(43.042048, -76.222951)"
Joey's                              ,"6594 Thompson ROAD,  Syracuse",05/05/2016,"Item 15B-   Lighting and ventilation inadequate, fixtures not shielded, dirty ventilation hoods, ductwork, filters, exhaust fans; ",0,0,1,Food Service Establishment - Restaurant,Onondaga County,ONONDAGA,6594 Thompson ROAD,Syracuse,13206    ,335300,DEWITT,Joey's,01/31/2017,,"Decuffa's Restaurant, Inc.",DeCuffa,Joseph,292820,Re-Inspection,,Reinspection notes majority of violations have been corrected. Recommend abatement.,NY,"(43.090025, -76.092274)"
Clary Junior High School            ,"100 AMIDON DRIVE,  SYRACUSE",05/10/2016,"Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; Item 15B-   Lighting and ventilation inadequate, fixtures not shielded, dirty ventilation hoods, ductwork, filters, exhaust fans; Item 16-   Miscellaneous, Economic Violation, Choking Poster, Training.; ",0,0,3,Institutional Food Service - School K-12 Food Service,Onondaga County,ONONDAGA,100 AMIDON DRIVE,SYRACUSE,13205    ,330100,SYRACUSE,Clary Junior High School,12/31/2016,,Syracuse City School District,Warner,Ken,466850,Inspection,,,NY,"(42.996685, -76.143895)"
Bleu Monkey Cafe                    ,"163 Marshall STREET,  Syracuse",06/25/2015,"Item  1H-  Critical Violation [RED] Food from unapproved source, spoiled, adulterated on premises.; Item  2C-  Critical Violation [RED] Cooked or prepared foods are subject to cross-contamination from raw foods.; Item 11B-   Wiping cloths dirty, not stored properly in sanitizing solutions; ",2,0,1,Food Service Establishment - Restaurant,Onondaga County,ONONDAGA,163 Marshall STREET,Syracuse,13210    ,330100,SYRACUSE,Bleu Monkey Cafe,01/31/2017,,Bleu Monkey Inc.,Tsang,Andrew,758878,Re-Inspection,,"Reinspection notes the majority of violations from the May 28, 2015 inspection have been corrected, recommend abate.  Some food in reach in cooler at front of cookline noted at 47 degrees F, turned cooler down.",NY,"(43.041645, -76.135273)"
Food Consultants @OCC Gordon Student,"4584 WEST Seneca TURNPIKE,  Syracuse",04/01/2016,"Item  2C-  Critical Violation [RED] Cooked or prepared foods are subject to cross-contamination from raw foods.; Item  5B-  Critical Violation [RED] Potentially hazardous foods are not cooled by an approved method where the food temperature can be reduced from 120oF to 70oF or less within two hours and 70oF to 45oF within four hours.; Item  6A-  Critical Violation [RED] Potentially hazardous foods are not kept at or above 140oF during hot holding.; Item  8A-   Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked); Item  8C-   Improper use and storage of clean, sanitized equipment and utensils; Item 11A-   Manual facilities inadequate, technique incorrect; mechanical facilities not operated in accordance with manufacturer's instructions; ",3,0,3,Food Service Establishment - Food Service Establishment,Onondaga County,ONONDAGA,4584 WEST Seneca TURNPIKE,Syracuse,13215    ,336100,ONONDAGA,Food Consultants @ OCC Gordon Student Center,01/31/2017,,"Food Consultants, Inc.",Fiacco,Thomas,780694,Inspection,,,NY,"(43.001556, -76.19453)"
La Cuisine at the Civic Center      ,"421 Montgomery STREET,  Syracuse",02/16/2016,"Item  5D-  Critical Violation [RED] Potentially hazardous foods such as salads prepared from potatoes or macaroni are not prepared as recommended using prechilled ingredients and not  prechilled to 45oF or less as recommended before they are stored on buffet lines.; Item  8A-   Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked); Item  8D-   Single service items reused, improperly stored, dispensed, not used when required; Item 10A-   Food (ice) contact surfaces are improperly designed, constructed, installed, located (cracks, open seams, pitted surfaces, tin cans reused, uncleanable or corroded food contact surfaces); Item 11A-   Manual facilities inadequate, technique incorrect; mechanical facilities not operated in accordance with manufacturer's instructions; Item 11D-   Non food contact surfaces of equipment not clean; Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; Item 15B-   Lighting and ventilation inadequate, fixtures not shielded, dirty ventilation hoods, ductwork, filters, exhaust fans; ",1,0,15,Food Service Establishment - Restaurant,Onondaga County,ONONDAGA,421 Montgomery STREET,Syracuse,13202    ,330100,SYRACUSE,La Cuisine at the Civic Center,01/31/2017,,La Cuisine Inc.,Ghabarou,Mike,749728,Inspection,,Advised operator to provide a probe thermometer to staff running the cafe on first floor to monitor temperatures of potentially hazardous foods in hot & cold holding. Staff at cafe states the food service workers in the main kitchen check the food temeratures.,NY,"(43.046462, -76.148725)"
Taco Bell #4190                     ,"3179 Erie Boulevard East,  Syracuse",12/28/2015,"Item 10B-   Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish); Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; ",0,0,2,Food Service Establishment - Restaurant,Onondaga County,ONONDAGA,3179 Erie Boulevard East  ,Syracuse,13214    ,335300,DEWITT,Taco Bell #4190,01/31/2017,,"Hospitality Syracuse, Inc.",Pinkerton,Stephen,293998,Inspection,,Second inspection,NY,"(43.053924, -76.07506)"
Pfohl's                             ,"4604 SOUTH Salina STREET,  Syracuse",02/24/2016,Item  8B-   In use food dispensing utensils improperly stored; Item  8F-   Improper thawing procedures used; ,0,0,2,Food Service Establishment - Restaurant,Onondaga County,ONONDAGA,4604 SOUTH Salina STREET,Syracuse,13205    ,330100,SYRACUSE,Pfohl's,01/31/2017,,M.J.Collins LLC,Collins,Michael,540480,Inspection,,,NY,"(43.002807, -76.142933)"
Nick's Tomato Pie                   ,"109 Walton STREET,  Syracuse",01/08/2016,No violations found.,0,0,0,Food Service Establishment - Restaurant,Onondaga County,ONONDAGA,109 Walton STREET,Syracuse,13202    ,330100,SYRACUSE,Nick's Tomato Pie,01/31/2017,,"Nick's Tomato Pie, Inc.",Hanus,John,547557,Re-Inspection,,"RA.  Today's reinspection finds the mouse infestation is under control.  Pest control is now being performed by Ehrlich, and weekly visits have  been made since our last reinspection.  They are currently on a biweekly schedule.  Recommend continuing to clean, keep up with baiting program, for the remainder of the winter.  Recommend accept stipulation agreement and abate violations, no further action necessary.",NY,"(43.047913, -76.154621)"
Syracuse Renaissance Academy & Beard,"220 WEST KENNEDY STREET,  SYRACUSE",05/31/2016,"Item  6B-  Critical Violation [RED] Enough hot holding equipment is not present, properly designed, maintained and operated to keep hot foods above 140oF.; ",1,0,0,Institutional Food Service - School K-12 Food Service,Onondaga County,ONONDAGA,220 WEST KENNEDY STREET,SYRACUSE,13205    ,330100,SYRACUSE,Syracuse Renaissance Academy & Beard,12/31/2016,,Syracuse City School District,Warner,Ken,534246,Inspection,,,NY,"(43.030014, -76.150437)"
Goodies                             ,"3605 James STREET,  Syracuse",01/11/2016,"Item 11C-   Food contact surfaces not washed, rinsed and sanitized after each use and following any time of operations when contamination may have occurred; Item 11D-   Non food contact surfaces of equipment not clean; Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; Item 15B-   Lighting and ventilation inadequate, fixtures not shielded, dirty ventilation hoods, ductwork, filters, exhaust fans; ",0,0,6,Food Service Establishment - Restaurant,Onondaga County,ONONDAGA,3605 James STREET,Syracuse,13206    ,330100,SYRACUSE,Goodies,01/31/2017,,,Ayoub, Chucri ,809581,Inspection,,,NY,"(43.069389, -76.095869)"
Mai Lan Restaurant                  ,"505 NORTH State STREET,  Syracuse",04/21/2016,Item 11D-   Non food contact surfaces of equipment not clean; ,0,0,1,Food Service Establishment - Restaurant,Onondaga County,ONONDAGA,505 NORTH State STREET,Syracuse,13208    ,330100,SYRACUSE,Mai Lan Restaurant,01/31/2017,,Mai Lan Restaurant,Mai,Dien,293475,Inspection,,,NY,"(43.055179, -76.150671)"
Onondaga Hill Middle School         ,"4860 ONONDAGA ROAD,  SYRACUSE",01/26/2016,"Item 15B-   Lighting and ventilation inadequate, fixtures not shielded, dirty ventilation hoods, ductwork, filters, exhaust fans; ",0,0,1,Institutional Food Service - School K-12 Food Service,Onondaga County,ONONDAGA,4860 ONONDAGA ROAD,SYRACUSE,13215    ,336100,ONONDAGA,Onondaga Hill Middle School,12/31/2016,,Westhill Central School District,Gunther,Richard,466927,Inspection,,,NY,"(43.006741, -76.18142)"
Blessed Sacrament School            ,"3129 JAMES STREET,  SYRACUSE",01/25/2016,Item  8E-   Accurate thermometers not available or used to evaluate refrigerated or heated storage temperatures; ,0,0,1,Institutional Food Service - School K-12 Food Service,Onondaga County,ONONDAGA,3129 JAMES STREET,SYRACUSE,13206    ,330100,SYRACUSE,Blessed Sacrament School,08/31/2016,,Syracuse Diocese Schools,,,466827,Inspection,,,NY,"(43.06901, -76.103995)"
Barley's                            ,"2710 James STREET,  Syracuse",03/11/2016,"Item 11C-   Food contact surfaces not washed, rinsed and sanitized after each use and following any time of operations when contamination may have occurred; Item 11D-   Non food contact surfaces of equipment not clean; ",0,0,2,Food Service Establishment - Restaurant,Onondaga County,ONONDAGA,2710 James STREET,Syracuse,13206    ,330100,SYRACUSE,Barley's,01/31/2016,,"T.L. Tavern, Inc.",Michel,Tracy,792105,Re-Inspection,,Reinspection this date for violations cited during the inspection on 02/24/16. The majority of violations have been corrected and there is a $60.00 late fee owed on the 2016 food permit which is collected today. A  cash receipt # 452614 was given to Donna. Recommend abatement.,NY,"(43.068678, -76.108574)"
Fowler High School                  ,"227 MAGNOLIA STREET,  SYRACUSE",04/28/2016,No violations found.,0,0,0,Institutional Food Service - School K-12 Food Service,Onondaga County,ONONDAGA,227 MAGNOLIA STREET,SYRACUSE,13204    ,330100,SYRACUSE,Fowler High School,12/31/2016,,Syracuse City School District,Warner,Ken,526856,Re-Inspection,,"Reinspection conducted to check previous violations from inspection.  Violations have been corrected, except an abatement schedule will be given for the installation of new flooring in kitchen.  Spoke with Dave Delaney, and they are planning on construction to begin prior to the 2016-2017 school year if able.  The floor material has not been decided as of yet.  Dave will keep us updated as the project moves along.  This will remain an open investigation until then.",NY,"(43.043975, -76.174234)"
Hughes Academic Magnet School       ,"345 JAMESVILLE AVENUE,  SYRACUSE",03/22/2016,No violations found.,0,0,0,Institutional Food Service - School K-12 Food Service,Onondaga County,ONONDAGA,345 JAMESVILLE AVENUE,SYRACUSE,13210    ,330100,SYRACUSE,Hughes Academic Magnet School,12/31/2016,,Syracuse City School District,Warner,Ken,466888,Re-Inspection,,"Field visit conducted on this date to check violation from previous inspection.  Reinspection notes that garbage area has been cleaned, abate violation.",NY,"(43.022407, -76.133749)"
Head Start Program                  ,"175 Hudson STREET,  Syracuse",09/30/2015,No violations found.,0,0,0,Food Service Establishment - Food Service Establishment,Onondaga County,ONONDAGA,175 Hudson STREET,Syracuse,13204    ,330100,SYRACUSE,Head Start Program,01/31/2017,,"P.E.A.C.E., Inc.",O'Hara,Joseph,293166,Inspection,,Conditions satisfactory at this time. Co-inspector HM,NY,"(43.034082, -76.160003)"
Komachi                             ,"727 SOUTH Crouse AVENUE,  Syracuse",10/07/2015,"Item  4A-  Critical Violation [RED] Toxic chemicals are improperly labeled, stored or used so that contamination of food can occur.; Item  6A-  Critical Violation [RED] Potentially hazardous foods are not kept at or above 140oF during hot holding.; Item  8E-   Accurate thermometers not available or used to evaluate refrigerated or heated storage temperatures; Item  8F-   Improper thawing procedures used; Item 11D-   Non food contact surfaces of equipment not clean; ",2,0,3,Food Service Establishment - Restaurant,Onondaga County,ONONDAGA,727 SOUTH Crouse AVENUE,Syracuse,13210    ,330100,SYRACUSE,Komachi,01/31/2017,,"Komachi, Inc.",Ham,Frank,696139,Inspection,,Facility will submit waiver for sushi rice.  Using time as a control.,NY,"(43.04235, -76.136551)"
SU Carrier Dome Vending #267E       ,"900 Irving AVENUE,  Syracuse",09/12/2015,"Item  8D-   Single service items reused, improperly stored, dispensed, not used when required; ",0,0,1,Food Service Establishment - Food Service Establishment,Onondaga County,ONONDAGA,900 Irving AVENUE,Syracuse,13244    ,330100,SYRACUSE,SU Carrier Dome Vending #267E,01/31/2017,,Syracuse University,Gallipeau,Jean,293438,Inspection,,,NY,"(43.037568, -76.13832)"
SU Carrier Dome Vending Stand #156  ,"900 Irving  AVENUE,  Syracuse",09/12/2015,"Item  8A-   Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked); ",0,0,1,Food Service Establishment - Food Service Establishment,Onondaga County,ONONDAGA,900 Irving  AVENUE,Syracuse,13244    ,330100,SYRACUSE,SU Carrier Dome Vending Stand #156,01/31/2017,,Syracuse University ,Gallipeau,Jean,293009,Inspection,,,NY,"(43.037568, -76.13832)"
SU Carrier Dome Vending #261E       ,"900 Irving AVENUE,  Syracuse",09/12/2015,"Item  8D-   Single service items reused, improperly stored, dispensed, not used when required; Item 12E-   Handwashing facilities inaccessible, improperly located, dirty, in disrepair, improper fixtures, soap, and single service towels or hand drying devices missing; ",0,0,2,Food Service Establishment - Food Service Establishment,Onondaga County,ONONDAGA,900 Irving AVENUE,Syracuse,13244    ,330100,SYRACUSE,SU Carrier Dome Vending #261E,01/31/2017,,Syracuse University,Gallipeau,Jean,293436,Inspection,,,NY,"(43.037568, -76.13832)"
