facility,address,zip,date_of_inspection,nys_health_operation_id,inspection_type,food_service_type,food_service_description,lat,lng,num_critical,num_non_critical,num_critical_not_corrected,num_critical_previous,num_non_critical_previous,num_non_critical_not_corrected_previous
Merriday School,"1636 JAMES STREET,  SYRACUSE",13203,2008-11-12,466918,Inspection,Institutional Food Service,School K-12 Food Service,43.06407,-76.124454,1,0,0,0,4,0
Merriday School,"1636 JAMES STREET,  SYRACUSE",13203,2009-03-20,466918,Inspection,Institutional Food Service,School K-12 Food Service,43.06407,-76.124454,0,0,0,1,0,0
Merriday School,"1636 JAMES STREET,  SYRACUSE",13203,2009-11-23,466918,Inspection,Institutional Food Service,School K-12 Food Service,43.06407,-76.124454,0,3,0,0,0,0
Merriday School,"1636 JAMES STREET,  SYRACUSE",13203,2010-03-15,466918,Inspection,Institutional Food Service,School K-12 Food Service,43.06407,-76.124454,0,2,0,0,3,0
Merriday School,"1636 JAMES STREET,  SYRACUSE",13203,2010-09-20,466918,Inspection,Institutional Food Service,School K-12 Food Service,43.06407,-76.124454,0,2,0,0,2,0
Merriday School,"1636 JAMES STREET,  SYRACUSE",13203,2011-01-10,466918,Inspection,Institutional Food Service,School K-12 Food Service,43.06407,-76.124454,0,1,0,0,2,0
Merriday School,"1636 JAMES STREET,  SYRACUSE",13203,2011-09-23,466918,Inspection,Institutional Food Service,School K-12 Food Service,43.06407,-76.124454,0,0,0,0,1,0
Merriday School,"1636 JAMES STREET,  SYRACUSE",13203,2012-01-13,466918,Inspection,Institutional Food Service,School K-12 Food Service,43.06407,-76.124454,0,0,0,0,0,0
Merriday School,"1636 JAMES STREET,  SYRACUSE",13203,2012-09-10,466918,Inspection,Institutional Food Service,School K-12 Food Service,43.06407,-76.124454,0,0,0,0,0,0
Merriday School,"1636 JAMES STREET,  SYRACUSE",13203,2013-01-18,466918,Inspection,Institutional Food Service,School K-12 Food Service,43.06407,-76.124454,1,1,0,0,0,0
Merriday School,"1636 JAMES STREET,  SYRACUSE",13203,2013-09-09,466918,Inspection,Institutional Food Service,School K-12 Food Service,43.06407,-76.124454,0,0,0,1,1,0
Merriday School,"1636 JAMES STREET,  SYRACUSE",13203,2014-01-08,466918,Inspection,Institutional Food Service,School K-12 Food Service,43.06407,-76.124454,0,0,0,0,0,0
Merriday School,"1636 JAMES STREET,  SYRACUSE",13203,2015-02-10,466918,Inspection,Institutional Food Service,School K-12 Food Service,43.06407,-76.124454,1,0,0,0,0,0
Merriday School,"1636 JAMES STREET,  SYRACUSE",13203,2015-09-14,466918,Inspection,Institutional Food Service,School K-12 Food Service,43.06407,-76.124454,0,0,0,1,0,0
Merriday School,"1636 JAMES STREET,  SYRACUSE",13203,2016-01-05,466918,Inspection,Institutional Food Service,School K-12 Food Service,43.06407,-76.124454,1,0,0,0,0,0
Merriday School,"1636 JAMES STREET,  SYRACUSE",13203,2016-09-13,466918,Inspection,Institutional Food Service,School K-12 Food Service,43.06407,-76.124454,1,0,0,1,0,0
"Mexican Affair, A","2324 Court STREET,  Syracuse",13208,2013-03-14,828995,Inspection,Food Service Establishment,Restaurant,NA,NA,0,0,0,NA,NA,NA
"Mexican Affair, A","2324 Court STREET,  Syracuse",13208,2013-10-29,828995,Inspection,Food Service Establishment,Restaurant,NA,NA,0,5,0,0,0,0
"Mexican Affair, A","2324 Court STREET,  Syracuse",13208,2014-04-28,828995,Inspection,Food Service Establishment,Restaurant,NA,NA,1,2,0,0,5,0
"Mexican Affair, A","2324 Court STREET,  Syracuse",13208,2015-04-30,828995,Inspection,Food Service Establishment,Restaurant,NA,NA,4,4,0,1,2,0
"Mexican Affair, A","2324 Court STREET,  Syracuse",13208,2015-05-21,828995,Re-Inspection,Food Service Establishment,Restaurant,NA,NA,0,0,0,4,4,0
"Mexican Affair, A","2324 Court STREET,  Syracuse",13208,2016-02-03,828995,Inspection,Food Service Establishment,Restaurant,NA,NA,0,6,0,0,0,0
Mimi's AXA Towers,"100  Madison STREET,  Syracuse",13202,2009-02-27,693067,Inspection,Food Service Establishment,Restaurant,43.045415,-76.14981,0,0,0,NA,NA,NA
Mimi's AXA Towers,"100  Madison STREET,  Syracuse",13202,2010-02-03,693067,Inspection,Food Service Establishment,Restaurant,43.045415,-76.14981,3,4,1,0,0,0
Mimi's AXA Towers,"100  Madison STREET,  Syracuse",13202,2010-02-17,693067,Re-Inspection,Food Service Establishment,Restaurant,43.045415,-76.14981,0,0,0,3,4,1
Mimi's AXA Towers,"100  Madison STREET,  Syracuse",13202,2011-03-01,693067,Inspection,Food Service Establishment,Restaurant,43.045415,-76.14981,0,3,0,0,0,0
Mimi's AXA Towers,"100  Madison STREET,  Syracuse",13202,2012-04-10,693067,Inspection,Food Service Establishment,Restaurant,43.045415,-76.14981,2,2,0,0,3,0
Mimi's AXA Towers,"100  Madison STREET,  Syracuse",13202,2013-03-06,693067,Inspection,Food Service Establishment,Restaurant,43.045415,-76.14981,1,3,0,2,2,0
Mimi's AXA Towers,"100  Madison STREET,  Syracuse",13202,2014-02-20,693067,Inspection,Food Service Establishment,Restaurant,43.045415,-76.14981,2,2,0,1,3,0
Mimi's AXA Towers,"100  Madison STREET,  Syracuse",13202,2015-04-02,693067,Inspection,Food Service Establishment,Restaurant,43.045415,-76.14981,1,3,0,2,2,0
Mimi's AXA Towers,"100  Madison STREET,  Syracuse",13202,2016-06-15,693067,Inspection,Food Service Establishment,Restaurant,43.045415,-76.14981,0,1,0,1,3,0
Ming Wok 88,"3649 Erie Boulevard East,  Syracuse",13214,2013-01-11,824955,Inspection,Food Service Establishment,Restaurant,NA,NA,0,3,0,NA,NA,NA
Ming Wok 88,"3649 Erie Boulevard East,  Syracuse",13214,2013-09-25,824955,Inspection,Food Service Establishment,Restaurant,NA,NA,1,7,0,0,3,0
Ming Wok 88,"3649 Erie Boulevard East,  Syracuse",13214,2014-02-20,824955,Inspection,Food Service Establishment,Restaurant,NA,NA,0,11,0,1,7,0
Ming Wok 88,"3649 Erie Boulevard East,  Syracuse",13214,2014-08-14,824955,Inspection,Food Service Establishment,Restaurant,NA,NA,1,14,0,0,11,0
Ming Wok 88,"3649 Erie Boulevard East,  Syracuse",13214,2015-01-09,824955,Inspection,Food Service Establishment,Restaurant,NA,NA,1,7,0,1,14,0
Ming Wok 88,"3649 Erie Boulevard East,  Syracuse",13214,2015-10-23,824955,Inspection,Food Service Establishment,Restaurant,NA,NA,0,9,0,1,7,0
Ming Wok 88,"3649 Erie Boulevard East,  Syracuse",13214,2016-03-28,824955,Inspection,Food Service Establishment,Restaurant,NA,NA,2,7,0,0,9,0
Ming Wok 88,"3649 Erie Boulevard East,  Syracuse",13214,2016-08-16,824955,Inspection,Food Service Establishment,Restaurant,NA,NA,2,10,0,2,7,0
Mingold Kitchen,"4713 Onondaga BOULEVARD,  Syracuse",13219,2014-09-29,884085,Inspection,Food Service Establishment,Restaurant,NA,NA,0,0,0,NA,NA,NA
Mingold Kitchen,"4713 Onondaga BOULEVARD,  Syracuse",13219,2015-03-17,884085,Inspection,Food Service Establishment,Restaurant,NA,NA,0,18,0,0,0,0
Mingold Kitchen,"4713 Onondaga BOULEVARD,  Syracuse",13219,2015-04-08,884085,Re-Inspection,Food Service Establishment,Restaurant,NA,NA,0,3,0,0,18,0
Mingold Kitchen,"4713 Onondaga BOULEVARD,  Syracuse",13219,2016-01-27,884085,Inspection,Food Service Establishment,Restaurant,NA,NA,1,14,0,0,3,0
Mingold Kitchen,"4713 Onondaga BOULEVARD,  Syracuse",13219,2016-08-18,884085,Inspection,Food Service Establishment,Restaurant,NA,NA,0,25,0,1,14,0
Mingold Kitchen,"4713 Onondaga BOULEVARD,  Syracuse",13219,2016-09-19,884085,Re-Inspection,Food Service Establishment,Restaurant,NA,NA,0,2,0,0,25,0
Mission (The),"304 EAST Onondaga STREET,  Syracuse",13202,2006-08-23,294459,Re-Inspection,Food Service Establishment,Restaurant,43.047065,-76.148552,0,0,0,NA,NA,NA
Mission (The),"304 EAST Onondaga STREET,  Syracuse",13202,2006-12-29,294459,Inspection,Food Service Establishment,Restaurant,43.047065,-76.148552,3,20,0,0,0,0
Mission (The),"304 EAST Onondaga STREET,  Syracuse",13202,2007-03-28,294459,Re-Inspection,Food Service Establishment,Restaurant,43.047065,-76.148552,2,3,0,3,20,0
Mission (The),"304 EAST Onondaga STREET,  Syracuse",13202,2007-09-05,294459,Inspection,Food Service Establishment,Restaurant,43.047065,-76.148552,3,13,1,2,3,0
Mission (The),"304 EAST Onondaga STREET,  Syracuse",13202,2007-09-19,294459,Re-Inspection,Food Service Establishment,Restaurant,43.047065,-76.148552,0,6,0,3,13,1
Mission (The),"304 EAST Onondaga STREET,  Syracuse",13202,2008-05-13,294459,Inspection,Food Service Establishment,Restaurant,43.047065,-76.148552,2,10,0,0,6,0
Mission (The),"304 EAST Onondaga STREET,  Syracuse",13202,2009-05-19,294459,Inspection,Food Service Establishment,Restaurant,43.047065,-76.148552,2,11,0,2,10,0
Mission (The),"304 EAST Onondaga STREET,  Syracuse",13202,2010-05-27,294459,Inspection,Food Service Establishment,Restaurant,43.047065,-76.148552,3,26,0,2,11,0
Mission (The),"304 EAST Onondaga STREET,  Syracuse",13202,2010-06-08,294459,Re-Inspection,Food Service Establishment,Restaurant,43.047065,-76.148552,1,9,0,3,26,0
Mission (The),"304 EAST Onondaga STREET,  Syracuse",13202,2010-06-15,294459,Re-Inspection,Food Service Establishment,Restaurant,43.047065,-76.148552,2,8,0,1,9,0
Mission (The),"304 EAST Onondaga STREET,  Syracuse",13202,2010-08-26,294459,Re-Inspection,Food Service Establishment,Restaurant,43.047065,-76.148552,0,0,0,2,8,0
Mission (The),"304 EAST Onondaga STREET,  Syracuse",13202,2011-01-12,294459,Inspection,Food Service Establishment,Restaurant,43.047065,-76.148552,1,12,0,0,0,0
Mission (The),"304 EAST Onondaga STREET,  Syracuse",13202,2012-02-10,294459,Inspection,Food Service Establishment,Restaurant,43.047065,-76.148552,1,14,0,1,12,0
Mission (The),"304 EAST Onondaga STREET,  Syracuse",13202,2012-03-01,294459,Re-Inspection,Food Service Establishment,Restaurant,43.047065,-76.148552,0,5,0,1,14,0
Mission (The),"304 EAST Onondaga STREET,  Syracuse",13202,2012-03-15,294459,Re-Inspection,Food Service Establishment,Restaurant,43.047065,-76.148552,0,1,0,0,5,0
Mission (The),"304 EAST Onondaga STREET,  Syracuse",13202,2013-01-29,294459,Inspection,Food Service Establishment,Restaurant,43.047065,-76.148552,2,10,0,0,1,0
Mission (The),"304 EAST Onondaga STREET,  Syracuse",13202,2013-02-25,294459,Re-Inspection,Food Service Establishment,Restaurant,43.047065,-76.148552,0,3,0,2,10,0
Mission (The),"304 EAST Onondaga STREET,  Syracuse",13202,2014-01-15,294459,Inspection,Food Service Establishment,Restaurant,43.047065,-76.148552,3,20,0,0,3,0
Mission (The),"304 EAST Onondaga STREET,  Syracuse",13202,2015-02-10,294459,Inspection,Food Service Establishment,Restaurant,43.047065,-76.148552,1,11,0,3,20,0
Mission (The),"304 EAST Onondaga STREET,  Syracuse",13202,2016-02-25,294459,Inspection,Food Service Establishment,Restaurant,43.047065,-76.148552,2,15,0,1,11,0
Mission (The),"304 EAST Onondaga STREET,  Syracuse",13202,2016-03-15,294459,Re-Inspection,Food Service Establishment,Restaurant,43.047065,-76.148552,0,5,0,2,15,0
Mizu Japanese Steak House,"2841 Erie Boulevard East,  Syracuse",13224,2014-10-09,884316,Inspection,Food Service Establishment,Restaurant,NA,NA,7,8,0,NA,NA,NA
Mizu Japanese Steak House,"2841 Erie Boulevard East,  Syracuse",13224,2014-10-30,884316,Re-Inspection,Food Service Establishment,Restaurant,NA,NA,0,0,0,7,8,0
Mizu Japanese Steak House,"2841 Erie Boulevard East,  Syracuse",13224,2015-03-25,884316,Inspection,Food Service Establishment,Restaurant,NA,NA,3,13,0,0,0,0
Mizu Japanese Steak House,"2841 Erie Boulevard East,  Syracuse",13224,2015-04-14,884316,Re-Inspection,Food Service Establishment,Restaurant,NA,NA,1,0,0,3,13,0
Mizu Japanese Steak House,"2841 Erie Boulevard East,  Syracuse",13224,2016-02-23,884316,Inspection,Food Service Establishment,Restaurant,NA,NA,5,24,0,1,0,0
Mizu Japanese Steak House,"2841 Erie Boulevard East,  Syracuse",13224,2016-03-17,884316,Re-Inspection,Food Service Establishment,Restaurant,NA,NA,2,4,0,5,24,0
Mizu Japanese Steak House,"2841 Erie Boulevard East,  Syracuse",13224,2016-08-04,884316,Inspection,Food Service Establishment,Restaurant,NA,NA,7,50,0,2,4,0
Mizu Japanese Steak House,"2841 Erie Boulevard East,  Syracuse",13224,2016-08-05,884316,Re-Inspection,Food Service Establishment,Restaurant,NA,NA,2,1,0,7,50,0
Mizu Japanese Steak House,"2841 Erie Boulevard East,  Syracuse",13224,2016-08-19,884316,Re-Inspection,Food Service Establishment,Restaurant,NA,NA,4,24,0,2,1,0
Mizu Japanese Steak House,"2841 Erie Boulevard East,  Syracuse",13224,2016-10-03,884316,Re-Inspection,Food Service Establishment,Restaurant,NA,NA,0,5,0,4,24,0
Modern Malt,"325 SOUTH Clinton STREET,  Syracuse",13202,2015-01-27,888925,Inspection,Food Service Establishment,Restaurant,NA,NA,0,0,0,NA,NA,NA
Modern Malt,"325 SOUTH Clinton STREET,  Syracuse",13202,2016-01-28,888925,Inspection,Food Service Establishment,Restaurant,NA,NA,5,14,0,0,0,0
Modern Malt,"325 SOUTH Clinton STREET,  Syracuse",13202,2016-03-01,888925,Re-Inspection,Food Service Establishment,Restaurant,NA,NA,0,4,0,5,14,0
Modern Malt Bake Shop,"315 SOUTH Clinton STREET,  Syracuse",13202,2016-08-18,941922,Inspection,Food Service Establishment,Bakery,NA,NA,0,0,0,NA,NA,NA
Moe's Southwest Grill,"3409 Erie Boulevard East,  Syracuse",13214,2011-03-16,762539,Inspection,Food Service Establishment,Restaurant,43.046912,-76.069482,0,1,0,NA,NA,NA
Moe's Southwest Grill,"3409 Erie Boulevard East,  Syracuse",13214,2012-02-13,762539,Inspection,Food Service Establishment,Restaurant,43.046912,-76.069482,1,7,0,0,1,0
Moe's Southwest Grill,"3409 Erie Boulevard East,  Syracuse",13214,2012-12-19,762539,Inspection,Food Service Establishment,Restaurant,43.046912,-76.069482,0,9,0,1,7,0
Moe's Southwest Grill,"3409 Erie Boulevard East,  Syracuse",13214,2013-09-26,762539,Inspection,Food Service Establishment,Restaurant,43.046912,-76.069482,1,3,0,0,9,0
Moe's Southwest Grill,"3409 Erie Boulevard East,  Syracuse",13214,2014-10-09,762539,Inspection,Food Service Establishment,Restaurant,43.046912,-76.069482,1,5,0,1,3,0
Moe's Southwest Grill,"3409 Erie Boulevard East,  Syracuse",13214,2015-09-09,762539,Inspection,Food Service Establishment,Restaurant,43.046912,-76.069482,0,4,0,1,5,0
Moe's Southwest Grill,"3409 Erie Boulevard East,  Syracuse",13214,2016-07-27,762539,Inspection,Food Service Establishment,Restaurant,43.046912,-76.069482,0,3,0,0,4,0
Mom's Diner,"501 Wescott STREET,  Syracuse",13210,2006-02-15,540397,Inspection,Food Service Establishment,Restaurant,43.041437,-76.119259,0,8,0,NA,NA,NA
Mom's Diner,"501 Wescott STREET,  Syracuse",13210,2007-01-22,540397,Inspection,Food Service Establishment,Restaurant,43.041437,-76.119259,2,5,0,0,8,0
Mom's Diner,"501 Wescott STREET,  Syracuse",13210,2008-01-31,540397,Inspection,Food Service Establishment,Restaurant,43.041437,-76.119259,3,6,0,2,5,0
Mom's Diner,"501 Wescott STREET,  Syracuse",13210,2009-04-23,540397,Inspection,Food Service Establishment,Restaurant,43.041437,-76.119259,4,9,0,3,6,0
Mom's Diner,"501 Wescott STREET,  Syracuse",13210,2009-05-11,540397,Re-Inspection,Food Service Establishment,Restaurant,43.041437,-76.119259,0,1,0,4,9,0
Mom's Diner,"501 Wescott STREET,  Syracuse",13210,2010-05-19,540397,Inspection,Food Service Establishment,Restaurant,43.041437,-76.119259,0,11,0,0,1,0
Mom's Diner,"501 Wescott STREET,  Syracuse",13210,2011-03-28,540397,Inspection,Food Service Establishment,Restaurant,43.041437,-76.119259,2,6,0,0,11,0
Mom's Diner,"501 Wescott STREET,  Syracuse",13210,2012-10-24,540397,Inspection,Food Service Establishment,Restaurant,43.041437,-76.119259,1,8,0,2,6,0
Mom's Diner,"501 Wescott STREET,  Syracuse",13210,2013-10-14,540397,Inspection,Food Service Establishment,Restaurant,43.041437,-76.119259,1,5,0,1,8,0
Mom's Diner,"501 Wescott STREET,  Syracuse",13210,2014-10-09,540397,Inspection,Food Service Establishment,Restaurant,43.041437,-76.119259,2,5,0,1,5,0
Mom's Diner,"501 Wescott STREET,  Syracuse",13210,2015-10-19,540397,Inspection,Food Service Establishment,Restaurant,43.041437,-76.119259,1,3,0,2,5,0
Morgan's Restaurant of Syracuse,"329 Fay ROAD,  Syracuse",13219,2006-03-07,292878,Inspection,Food Service Establishment,Restaurant,43.043654,-76.198786,0,17,0,NA,NA,NA
Morgan's Restaurant of Syracuse,"329 Fay ROAD,  Syracuse",13219,2007-05-08,292878,Inspection,Food Service Establishment,Restaurant,43.043654,-76.198786,5,20,1,0,17,0
Morgan's Restaurant of Syracuse,"329 Fay ROAD,  Syracuse",13219,2007-05-18,292878,Re-Inspection,Food Service Establishment,Restaurant,43.043654,-76.198786,2,3,0,5,20,1
Morgan's Restaurant of Syracuse,"329 Fay ROAD,  Syracuse",13219,2008-01-15,292878,Inspection,Food Service Establishment,Restaurant,43.043654,-76.198786,1,20,0,2,3,0
Morgan's Restaurant of Syracuse,"329 Fay ROAD,  Syracuse",13219,2008-01-29,292878,Re-Inspection,Food Service Establishment,Restaurant,43.043654,-76.198786,0,6,0,1,20,0
Morgan's Restaurant of Syracuse,"329 Fay ROAD,  Syracuse",13219,2009-02-03,292878,Inspection,Food Service Establishment,Restaurant,43.043654,-76.198786,1,11,0,0,6,0
Morgan's Restaurant of Syracuse,"329 Fay ROAD,  Syracuse",13219,2010-01-20,292878,Inspection,Food Service Establishment,Restaurant,43.043654,-76.198786,0,9,0,1,11,0
Morgan's Restaurant of Syracuse,"329 Fay ROAD,  Syracuse",13219,2011-01-03,292878,Inspection,Food Service Establishment,Restaurant,43.043654,-76.198786,0,6,0,0,9,0
Morgan's Restaurant of Syracuse,"329 Fay ROAD,  Syracuse",13219,2011-11-22,292878,Inspection,Food Service Establishment,Restaurant,43.043654,-76.198786,1,7,0,0,6,0
Morgan's Restaurant of Syracuse,"329 Fay ROAD,  Syracuse",13219,2012-06-06,292878,Inspection,Food Service Establishment,Restaurant,43.043654,-76.198786,1,4,0,1,7,0
Morgan's Restaurant of Syracuse,"329 Fay ROAD,  Syracuse",13219,2012-12-17,292878,Inspection,Food Service Establishment,Restaurant,43.043654,-76.198786,0,4,0,1,4,0
Morgan's Restaurant of Syracuse,"329 Fay ROAD,  Syracuse",13219,2013-05-20,292878,Inspection,Food Service Establishment,Restaurant,43.043654,-76.198786,1,5,0,0,4,0
Morgan's Restaurant of Syracuse,"329 Fay ROAD,  Syracuse",13219,2014-03-14,292878,Inspection,Food Service Establishment,Restaurant,43.043654,-76.198786,3,23,0,1,5,0
Morgan's Restaurant of Syracuse,"329 Fay ROAD,  Syracuse",13219,2014-04-09,292878,Re-Inspection,Food Service Establishment,Restaurant,43.043654,-76.198786,0,2,0,3,23,0
Morgan's Restaurant of Syracuse,"329 Fay ROAD,  Syracuse",13219,2014-12-08,292878,Inspection,Food Service Establishment,Restaurant,43.043654,-76.198786,1,10,0,0,2,0
Morgan's Restaurant of Syracuse,"329 Fay ROAD,  Syracuse",13219,2015-11-10,292878,Inspection,Food Service Establishment,Restaurant,43.043654,-76.198786,2,3,0,1,10,0
Morgan's Restaurant of Syracuse,"329 Fay ROAD,  Syracuse",13219,2016-05-13,292878,Inspection,Food Service Establishment,Restaurant,43.043654,-76.198786,0,15,0,2,3,0
Morrison Management @ 550 Harrison,"550 Harrison STREET,  Syracuse",13202,2014-01-09,859735,Inspection,Food Service Establishment,Food Service Establishment,NA,NA,0,0,0,NA,NA,NA
Morrison Management @ 550 Harrison,"550 Harrison STREET,  Syracuse",13202,2015-05-04,859735,Inspection,Food Service Establishment,Food Service Establishment,NA,NA,1,1,0,0,0,0
Morrison Management @ 550 Harrison,"550 Harrison STREET,  Syracuse",13202,2016-07-27,859735,Inspection,Food Service Establishment,Food Service Establishment,NA,NA,0,2,0,1,1,0
Morrison Management @ Presidential P,"90 Presidential Plaza,  Syracuse",13202,2016-05-27,922890,Inspection,Food Service Establishment,Food Service Establishment,NA,NA,0,0,0,NA,NA,NA
Most Holy Rosary School,"1031 Bellevue Avenue,  Syracuse",13207,2005-12-12,466922,Inspection,Institutional Food Service,School K-12 Food Service,43.03025,-76.16984,0,1,0,NA,NA,NA
Most Holy Rosary School,"1031 Bellevue Avenue,  Syracuse",13207,2007-03-26,466922,Inspection,Institutional Food Service,School K-12 Food Service,43.03025,-76.16984,0,2,0,0,1,0
Most Holy Rosary School,"1031 Bellevue Avenue,  Syracuse",13207,2007-11-13,466922,Inspection,Institutional Food Service,School K-12 Food Service,43.03025,-76.16984,1,7,0,0,2,0
Most Holy Rosary School,"1031 Bellevue Avenue,  Syracuse",13207,2007-12-03,466922,Re-Inspection,Institutional Food Service,School K-12 Food Service,43.03025,-76.16984,0,5,0,1,7,0
