OBJECTID,HSISID,Score,Date,Description,Type
15513,04092440261,94.5,2016-08-18T00:00:00.000Z,"REMINDER ABOUT STORAGE OF CHEMICALS, SANITIZERS AND CLEANERS WHEN CHILDREN ARE PRESENT: In many classrooms where students would have access, ensure hand sanitizers, cleaners, disinfectants, aerosol sprays, and other chemicals are used as directed on their labels and stored to avoid health hazards. All of these items are marked ""keep out of reach of children"" and many have other health warnings. Keep these items near or inside teachers' desks and under teachers' direct supervision and control OR in closed or locked cabinets.",Inspection
15514,04092014404,97,2013-07-02T00:00:00.000Z,Follow-Up: 07/12/2013,Inspection
15515,04092014404,96.5,2014-02-17T00:00:00.000Z,Follow-Up: 02/27/2014,Inspection
15516,04092014404,96,2014-07-31T00:00:00.000Z,Follow-Up: 08/10/2014,Inspection
15517,04092014404,94,2015-04-22T00:00:00.000Z,,Inspection
15518,04092014404,95.5,2015-10-08T00:00:00.000Z,,Inspection
15519,04092014404,96,2016-04-08T00:00:00.000Z,Facility permittee was Michael J. Lawson Jr. DBA Chic-Fil-A of Fuquay Varina but is now Oasis MJL.,Inspection
15520,04092440110,98.5,2014-06-30T00:00:00.000Z,Add base to the sink cabinets in girl's room near room 320.,Inspection
15521,04092014443,96.5,2014-10-24T00:00:00.000Z,,Inspection
15522,04092014443,95.5,2015-05-19T00:00:00.000Z,,Inspection
15523,04092014443,96.5,2016-05-25T00:00:00.000Z,,Inspection
15524,04092014448,95,2014-06-09T00:00:00.000Z,,Inspection
15525,04092014448,91,2015-01-08T00:00:00.000Z,"Inspection led and comments entered by Dimitri Parker
Follow-Up: 01/12/2015",Inspection
15526,04092014448,95,2015-06-24T00:00:00.000Z,FDA Form 1B in Chinese language is currently used for Health Policy and meets requirements. I did not update with new Food Code policy due to language confusion.,Inspection
15527,04092014448,94,2015-10-20T00:00:00.000Z,"To help us better serve you please complete an anonymous survey by Friday, October 23rd at this link: https://www.surveymonkey.com/r/BCTKZSB",Inspection
15528,04092014448,95.5,2016-05-10T00:00:00.000Z,,Inspection
15529,04092014456,96,2013-01-14T00:00:00.000Z,,Inspection
15530,04092014261,97.5,2015-07-02T00:00:00.000Z,,Inspection
15531,04092014261,96.5,2016-03-15T00:00:00.000Z,,Inspection
15532,04092014261,96.5,2016-08-29T00:00:00.000Z,,Inspection
15533,04092014264,98,2016-07-11T00:00:00.000Z,"Repair missing tiles above the walk in cooler. Replace damaged toilet seat, e(nsure that it is easily cleanable) Keep quat sanitizer water in between 65-85 degrees.",Inspection
15534,04092020856,98.5,2015-02-16T00:00:00.000Z,,Inspection
15535,04092020856,98,2015-05-27T00:00:00.000Z,,Inspection
15536,04092020856,96,2015-10-08T00:00:00.000Z,Keep mops hung so that they can properly air dry. Mop head down and handle up while hanging. Employees are not allowed to sit on single service items used for service. Employee was observed laying on pizza boxes during inspection.,Inspection
15537,04092020856,95,2016-03-01T00:00:00.000Z,Work on repeat items in efforts to improve.,Inspection
15538,04092016641,99.5,2014-06-12T00:00:00.000Z,,Inspection
15539,04092016641,99,2015-12-07T00:00:00.000Z,saw the copy of the par-cook procedure of the chicken wings. It is approved. a new hand wash sink is being installed in the front prep area and will be completed by the next inspection.,Inspection
15540,04092021941,97.5,2016-02-26T00:00:00.000Z,,Inspection
15541,04092300229,94.5,2013-07-22T00:00:00.000Z,Follow-Up: 08/01/2013,Inspection
15542,04092300229,96.5,2013-12-30T00:00:00.000Z,,Inspection
15543,04092300229,98,2014-03-31T00:00:00.000Z,,Inspection
15544,04092300229,96,2014-11-19T00:00:00.000Z,,Inspection
15545,04092300229,96.5,2015-04-28T00:00:00.000Z,,Inspection
15546,04092300229,97.5,2015-08-13T00:00:00.000Z,,Inspection
15547,04092300229,99,2016-01-28T00:00:00.000Z,,Inspection
15548,04092014979,95.5,2015-10-12T00:00:00.000Z,,Inspection
15549,04092014979,97.5,2016-04-25T00:00:00.000Z,"All cold holding temps were 45 degrees and below today. Suggested keeping house made dressings in the bottles down in the reach in cooler or on an ice bath and suggested not stacking the pre-portioned dressing cups up past the cold hold pan rim to keep items at 45 degrees and below. 
Manager has done an excellent job of correcting items from the last inspection!!",Inspection
15550,04092014922,95,2014-11-12T00:00:00.000Z,,Inspection
15551,04092014922,93.5,2015-05-13T00:00:00.000Z,Quat sanitizer bucket shall not exceed 75-85 degrees .Quat sanitizer buckets were accurate with concentration strength but was 110 degrees in temperature.,Inspection
15552,04092015970,90,2015-05-28T00:00:00.000Z,,Inspection
15553,04092015970,95.5,2015-11-03T00:00:00.000Z,reminder to not stack items high in the make line cold hold pans.  Lid on the trash can in the women's restroom is broken and needs replacing.,Inspection
15554,04092015970,96.5,2016-05-11T00:00:00.000Z,manager wants to fully cook a small amount of burgers and wings before the lunch rush and wants to use the Time as Public Health Control for having these available for service. Paperwork was completed and manager will keep a log for keeping these for only 4 hours. Also manager will get rid of unwanted chairs and broken equipment near the dumpster area.,Inspection
15555,04092016757,95,2015-03-20T00:00:00.000Z,,Inspection
15556,04092014375,93.5,2013-01-08T00:00:00.000Z,"CLEARLY LABEL ALL PREP SINKS.

SANITIZER IS TO BE MIXED AND AVAILABLE DURING HOURS OF FOOD PREPERATION AND SERVICE.",Inspection
15557,04092014375,93,2016-07-19T00:00:00.000Z,,Inspection
15558,04092021353,97,2013-02-20T00:00:00.000Z,,Inspection
15559,04092013480,94,2015-03-06T00:00:00.000Z,"Foods were out of temperature because the thermostat was not adjusted to the adequate temperature. Manager adjusted the walk in cooler's thermostat so that the ambient air is 40-41 degrees F. Please frequently check your ambient air and temps in the walk in cooler to assure that foods do not be out of temperature again. 
Contact info (919) 868-2562",Inspection
15560,04092013480,95.5,2015-08-18T00:00:00.000Z,Follow-Up: 08/28/2015,Inspection
15561,04092013480,97,2016-03-18T00:00:00.000Z,Hot water was adequate but takes quite a bit of time to reach 100 degrees. Adjust water heater by turning fixture up for better hot water usage at the hand sink.,Inspection
15562,04092021968,97,2016-07-18T00:00:00.000Z,,Inspection
15563,04092016126,96,2012-12-05T00:00:00.000Z,TODAY MANAGER STATED THAT 3 COMPARTMENT SINK WASH WATER IS FOR SOAKING ONLY. ALL UTENSILS ARE RUN THROUGH DISHMACHINE. SANITIZER PRESENT IN THIRD COMPARTMENT OF DISHSINK.,Inspection
15564,04092017279,98.5,2016-10-25T00:00:00.000Z,Gave operator updated Employee Health Policy Form 1-B and Exclusion Decision Chart.,Inspection
15565,04092014288,96,2015-11-09T00:00:00.000Z,"Gave updated Employee Health Policy 1-B, Exclusion decision chart, and foodborne illness sign.",Inspection
15566,04092014288,96,2016-05-03T00:00:00.000Z,Walkthrough completed with Todd Orges.,Inspection
15567,04092040163,99,2013-11-26T00:00:00.000Z,"NC FOOD CODE MANUAL:  To learn more about the new food establishment regulations that went into effect on September 1, 2012, download a copy of the North Carolina Food Code Manual at www.wakegov.com/food (click on ""New Food Rules"" link).  Other guidance and educational materials are also available at this link.",Inspection
15568,04092040163,99.5,2014-12-04T00:00:00.000Z,,Inspection
15569,04092040163,97.5,2015-02-27T00:00:00.000Z,,Inspection
15570,04092040163,98,2015-12-03T00:00:00.000Z,,Inspection
15571,04092013631,92,2015-02-02T00:00:00.000Z,Cups may not be used as scoops.,Inspection
15572,04092013631,87.5,2015-09-30T00:00:00.000Z,Gave operator updated employee health policy 1-B. Call Jo Hill at 919-280-3216 to request reinspection when ready.,Inspection
15573,04092013631,92.5,2015-10-15T00:00:00.000Z,,Re-Inspection
15574,04092014311,94.5,2012-10-25T00:00:00.000Z,,Inspection
15575,04092014311,94.5,2013-06-28T00:00:00.000Z,"NOTE: Behind bar, keep dump sink free to be used to dump leftover drinks. Do not store any items in this sink so it can be used (observed many miscellaneous items stored in this sink) The 3-compartment sink and handwash sink must not be used as ""dump"" sinks...NC FOOD CODE MANUAL:  To learn more about the new food establishment regulations that went into effect on September 1, 2012, download a copy of the North Carolina Food Code Manual at www.wakegov.com/food (click on ""New Food Rules"" link).  Other guidance and educational materials are also available at this link.",Inspection
15576,04092014315,94,2013-01-25T00:00:00.000Z,"COMMENTS ON TIME AS A PUBLIC HEALTH CONTROL: Foods that were previously approved for time control (instead of temperature control) by our department can now be displayed for sale or service up to a maximum of 4 hours (according to the new North Carolina food service rules that went into effect on Sept. 1, 2012). The previously approved applications/procedures for time control at the establishment were corrected today to reflect the 4 hour time control now in effect...To learn more about the new food establishment regulations that went into effect on September 1, 2012, download a copy of the North Carolina Food Code Manual at www.wakegov.com/food (click on ""New Food Rules"" link).",Inspection
15577,04092014315,95,2014-12-30T00:00:00.000Z,,Inspection
15578,04092014315,94.5,2015-03-12T00:00:00.000Z,,Inspection
15579,04092014315,96,2015-12-29T00:00:00.000Z,Gave operator updated Employee Health Policy and Foodborne Illness Sign. Manager's Serv-Safe expires on 9/22/16. Make sure to complete course again and have current certificate before this date. Gave operator Wake Tech and Wake County's Serv-Safe handout.,Inspection
15580,04092014324,94.5,2015-01-20T00:00:00.000Z,Plumbing issues from December have been fixed and the sump pump is no longer needed. Time as a public health control paperwork was completed and approved by Melissa Harrison on 10-10-13 for cabbage. Cabbage is shredded after being cold held at 45 degrees and below in the walk in cooler and may be placed in a tub on the prep table and held for 4 hours. Then the unused cabbage is discarded.,Inspection
15581,04092014324,93.5,2015-04-06T00:00:00.000Z,vent over the cash register area needs cleaning. Also the fans in the walk in cooler need cleaning to remove dust.,Inspection
15582,04092014324,92.5,2015-08-13T00:00:00.000Z,Facility shall focus on detailed cleaning throughout.,Inspection
15583,04092014324,93.5,2016-01-05T00:00:00.000Z,"Facility was accurately date marking but date stickers were installed on the walk in cooler racks and not the actual product containers. Recommended that the facility date label the actual product to avoid confusion and possibly being incompliant with this rule.
Overall facility is in bad repair and needs detailed cleaning.",Inspection
15584,04092014332,95.5,2012-10-22T00:00:00.000Z,,Inspection
15585,04092014332,95,2013-04-22T00:00:00.000Z,PHF/TTCS FOODS MUST HAVE COOLED TO 41F AND BELOW BEFORE PUTTING OUT FOR SERVICE. OTHERWISE THEY MUST BE LABELED FOR TPHC WITH WRITTEN PROCEDURE IN PLACE.,Inspection
15586,04092014339,97.5,2013-01-11T00:00:00.000Z,,Inspection
15587,04092016496,91,2014-09-16T00:00:00.000Z,"Verification visit to be made on September 25, 2014 to evaluate completion of Item #21 on this report (date marking)...NC FOOD CODE MANUAL:  To learn more about the new food establishment regulations that went into effect on September 1, 2012, download a copy of the North Carolina Food Code Manual at www.wakegov.com/food (click on ""New Food Rules"" link).  Other guidance and educational materials are also available at this link.
Follow-Up: 09/25/2014",Inspection
15588,04092016496,95.5,2013-10-23T00:00:00.000Z,,Inspection
15589,04092016496,93.5,2014-02-27T00:00:00.000Z,,Inspection
15590,04092016496,85.5,2015-03-09T00:00:00.000Z,"Do not move or obstruct sanitation rating card. For a reinspection, contact Lucy Schrum at 919-868-2565...NOTE: Designate containers of personal food items as ""for personal use only"".",Inspection
15591,04092016496,90,2015-03-23T00:00:00.000Z,NOTE: Ensure there is an approved dual check valve on the water supply line for ice machine. Could not determine if this valve was in place.,Re-Inspection
15592,04092016603,97.5,2015-02-03T00:00:00.000Z,,Inspection
15593,04092016603,98.5,2015-12-09T00:00:00.000Z,"Gave operator updated Employee Health Policy, Foodborne Illness Sign, and Exclusion Decision Chart.",Inspection
15594,04092040325,96.5,2014-10-28T00:00:00.000Z,,Inspection
15595,04092040325,98,2015-03-31T00:00:00.000Z,Follow-Up: 04/06/2015,Inspection
15596,04092040325,100,2015-07-07T00:00:00.000Z,Gave updated Employee Health Policy 1-B. Cart was immaculate today. Very well maintained.,Inspection
15597,04092040325,99.5,2016-01-07T00:00:00.000Z,Gave updated Employee Health Policy and Exclusion Decision Chart.,Inspection
15598,04092021942,97,2016-02-26T00:00:00.000Z,,Inspection
15599,04092016633,90.5,2015-01-22T00:00:00.000Z,Keep all rice all the way down in the rice cooking equipment. Do not use the top tray to hold rice. Wipe out containers holding single service items near the cash register area. Make sure frying equipment and grill are as far under the hood and next to the back wall as possible.,Inspection
15600,04092017262,95,2016-08-10T00:00:00.000Z,"Verification visit to be made on Friday, 8/12/16, to evaluate completion of Item #20 on this report (maintaining foods at 41F or less in walk-in cooler). 
Follow-Up: 08/12/2016",Inspection
15601,04092017259,99,2016-08-11T00:00:00.000Z,"Will return within 10 days to check on the compliance of the hot water. 
Follow-Up: 08/21/2016",Inspection
15602,04092021414,97,2012-10-25T00:00:00.000Z,,Inspection
15603,04092021414,91,2013-01-25T00:00:00.000Z,FAX OR EMAIL ANDREA.ANOVER@WAKEGOV.COM A TEMPERATURE LOG FOR CHICKEN WINGS. THIS LOG SHOULD BE SENT IN EVERY FRIDAY SHOWING CHICKEN WING TEMPERATURES.,Inspection
15604,04092016757,95.5,2015-06-29T00:00:00.000Z,"Advised manager to lower the product amount in the refrigerator unit near the stove area. This may be one of the reasons contributing to the food storage being temperature abused in the given refrigerator.


Cold hold unit/2 door prep refrigerator is inconsistent with temperature holding. Most of the foods are around 46-47 degrees in temp. Contact your primary operator to diagnose the machine and ensure that it's capabilities are adequate and sufficient.",Inspection
15605,04092014295,94,2013-01-17T00:00:00.000Z,,Inspection
15606,04092021321,99.5,2013-02-18T00:00:00.000Z,"NC FOOD CODE MANUAL:  To learn more about the new food establishment regulations that went into effect on September 1, 2012, download a copy of the North Carolina Food Code Manual at www.wakegov.com/food (click on ""New Food Rules"" link). Other guidance and educational materials are also available at this link.",Inspection
15607,04092040164,98,2013-12-04T00:00:00.000Z,"NOTE: Do not use re-used cardboard boxes for storing items. Only use hard, durable non-absorbent containers for storage.",Inspection
15608,04092040164,98.5,2014-06-22T00:00:00.000Z,,Inspection
15609,04092040164,98,2014-12-04T00:00:00.000Z,,Inspection
15610,04092040164,96,2015-02-27T00:00:00.000Z,added name of person who received report,Inspection
15611,04092040164,100,2016-04-07T00:00:00.000Z,,Inspection
15612,04092030133,94,2015-02-28T00:00:00.000Z,,Inspection
15613,04092011193,96.5,2015-01-16T00:00:00.000Z,One of the toilet seats in the women's restroom is loose and needs to be tightened. Verification visit will be made to check that the cold water has been restored to the hand wash sink.,Inspection
15614,04092011193,94.5,2015-04-08T00:00:00.000Z,,Inspection
15615,04092011193,95,2015-08-27T00:00:00.000Z,At least 50 pounds of food was discarded due to refrigeration cooler not functioning properly. EHS advise making temperature logs to keep temperatures documented in case of a similar incident in the future. This will allow for reinsurance and more clarity on what products that needs discarding or not.,Inspection
15616,04092011193,96,2016-01-19T00:00:00.000Z,"Paper towel dispenser located in the bar area is in an area that can contaminate beverages. Manager elected to move dispenser into an area that presents less chance of contamination.
PIC informed me that they use the drain associated with the hand wash sink in the kitchen area to dump mop water. Told them that this action is prohibited and a can wash shall be used for the dumping of mop water. Can wash is damaged. Use the drain associated with the can wash to dump water. Adjust hot water so that it is adequate.",Inspection
15617,04092030136,90,2016-08-09T00:00:00.000Z,"If improvement is not observed on next inspection MFU will not post an A score. 

Establishment was located at NW corner of McCrimmon Pkwy and Church St. in Morrisville at time of inspection. This is the usual current weekday lunch location of this MFU. ... Please ensure that grade card is posted conspicuously at all times when establishment is open for service.",Inspection
